mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.08801937103271484,0.0024961925921809878,0.0058409372965494795,0.0005191235693685813,10,1,2,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,0.9961389961389961,0.9974309474309475,0.0018166046089067626,79
0.17232020696004233,0.0009021943501882133,0.008050362269083658,0.00026074290736988686,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34916146596272785,0.006376910803913698,0.01390369733174642,0.00032793608641720653,10,1,2,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08988221486409505,0.0033251779540454584,0.0050008296966552734,0.00023680786596400969,10,1,5,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1733123461405436,0.0017544672871508897,0.008470853169759115,0.00042758253830146967,10,1,5,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3449191252390544,0.003569913584522573,0.01344919204711914,0.00010071560109777453,10,1,5,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08809677759806316,0.0008851228302408039,0.004825909932454427,2.7589561541091065e-05,10,1,10,50,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17319981257120767,0.0015295683980837836,0.007663647333780925,5.9646062236378714e-05,10,1,10,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3435232639312744,0.00526526326143779,0.01343242327372233,0.0001586736496314854,10,1,10,200,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08796270688374837,0.0007463725341422518,0.0050309499104817705,0.00013040084479622212,10,2,2,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17381691932678223,0.0008968828025590614,0.007987419764200846,0.0004644149267509714,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34227601687113446,0.00022818907010486775,0.013550758361816406,5.5268903035451145e-05,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08815296490987141,0.0003893112019402619,0.004836638768513997,0.00010960969874897451,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17408553759256998,0.0009166772465063472,0.007831732432047525,0.00016940254769538416,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.34452422459920246,0.006221654589005679,0.013428529103597006,0.0001137864307931083,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08720850944519043,0.0002504417422608063,0.0049173831939697266,0.00014594424171617126,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17145212491353354,0.0002865636822807444,0.00816496213277181,0.00036341031377121294,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34084320068359375,0.0022902391497577577,0.013731241226196289,0.0003388412026253589,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08756597836812337,0.0008598189442506672,0.004772663116455078,5.455810371374654e-05,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17283360163370767,0.0011743421180701714,0.007964452107747396,0.0001389253328797303,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3435637950897217,0.0028917911692146678,0.013853867848714193,0.00034989832471119827,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08749087651570638,0.0006678887119400433,0.004916826883951823,0.0001245044759744143,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1727309226989746,0.0011723825973349695,0.007917404174804688,0.00025306137784710317,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3401322364807129,0.0015894157364524885,0.01400287946065267,0.0005017130759738625,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08879391352335612,0.001070394707929584,0.004749457041422526,2.082522562101667e-05,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17226473490397134,0.0014028179963937334,0.007813135782877604,0.00011230035321206641,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3428959846496582,0.005472465395314557,0.013460954030354818,0.00018301369322997407,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08819834391276042,0.001143651491801964,0.004842360814412435,8.686561704800097e-05,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,0.9961389961389961,0.9974309474309475,0.0018166046089067626,79
0.17581558227539062,0.0006000650675339572,0.008017222086588541,0.00030031886217025386,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3447891076405843,0.0015165718714012762,0.013413429260253906,0.00011890515632037719,20,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08760468165079753,0.0004891749028755064,0.004776795705159505,0.00016259498403020062,20,1,5,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17382041613260904,0.0012281827172192885,0.007945855458577475,0.00020877957384857145,20,1,5,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3465765317281087,0.0031175494177595408,0.013779322306315104,0.00047892848334622133,20,1,5,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08793131510416667,0.0006842133135610979,0.004889329274495442,0.0001304226386232639,20,1,10,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17528978983561197,0.0015969747033191277,0.007932265599568685,0.0003224772256165733,20,1,10,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34197219212849933,0.00029865657476518077,0.01378488540649414,0.0004933056129913422,20,1,10,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.0886545976003011,0.0011820034037177101,0.004769802093505859,1.2876074907000582e-05,20,2,2,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17477679252624512,0.0015405242773390822,0.007845322291056315,0.00019748220485684063,20,2,2,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34270183245340985,0.000957333722931739,0.013428131739298502,0.0001382785738017893,20,2,2,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.09149932861328125,0.005754983697970639,0.00499725341796875,0.0001419110696996365,20,2,5,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17367633183797201,0.0008154382314320851,0.008303960164388021,0.00031131553072168144,20,2,5,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.34460004170735675,0.0009063518024440287,0.013402779897054037,9.530986266884302e-05,20,2,5,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08840711911519368,0.001070797345882831,0.004871209462483724,9.927862111550832e-05,20,2,10,50,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17374555269877115,0.0007155477492856574,0.007994492848714193,0.0002097713493223641,20,2,10,100,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34481199582417804,0.0021883024501102672,0.014478683471679688,0.0009551554146071671,20,2,10,200,"{'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08783880869547527,7.785363504285617e-05,0.00480039914449056,8.908740968533107e-05,20,4,2,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17655237515767416,0.005101138471911902,0.007925907770792643,0.00020095922233028963,20,4,2,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34091750780741376,0.0016868231836246908,0.013786792755126953,0.0004834339869391872,20,4,2,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08785160382588704,0.0008627708640620242,0.0047817230224609375,2.9885810893358563e-05,20,4,5,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17342472076416016,0.0004598730795373257,0.008080641428629557,0.0002720303632005978,20,4,5,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3402101993560791,0.0023973848324933553,0.014004707336425781,0.0006999652233435881,20,4,5,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08703096707661946,0.0003673941512633323,0.004929304122924805,0.0002531973879919006,20,4,10,50,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17654824256896973,0.002961065194386794,0.008141120274861654,0.00031297633078005007,20,4,10,100,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.34118207295735675,0.0009382856548043587,0.01345515251159668,0.00016135754215438431,20,4,10,200,"{'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08861549695332845,0.000343858850738894,0.0047092437744140625,6.768736632622905e-05,,1,2,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,0.9961389961389961,0.9974309474309475,0.0018166046089067626,79
0.17821009953816733,0.0029600171519603316,0.00793782869974772,0.00031026312317816956,,1,2,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3453714847564697,0.0008790529762476111,0.013951698939005533,0.0006513763232111411,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08771832784016927,5.9932548536440054e-05,0.005003213882446289,0.00024805166439132315,,1,5,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1735828717549642,0.0016983554023978795,0.00819094975789388,0.0002946491186587195,,1,5,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3549947738647461,0.013990819636219877,0.013846158981323242,0.0004839629759393954,,1,5,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08742626508076985,0.0009211299326596984,0.004806836446126302,1.31488560883775e-05,,1,10,50,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.17475557327270508,0.002210720698283841,0.007820765177408854,0.0003173331484249976,,1,10,100,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3446691036224365,0.0023998859676262058,0.01349480946858724,0.00015921129451167574,,1,10,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08825564384460449,0.0005796238922254352,0.0048550764719645185,7.400822318920295e-05,,2,2,50,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17508959770202637,0.0009930135823097348,0.009180148442586264,0.001856941704473464,,2,2,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.35536662737528485,0.013822117776809984,0.014106353123982748,0.0006468715469383214,,2,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08879431088765462,0.0004483351903624256,0.004935503005981445,0.00015309517697184078,,2,5,50,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1751896540323893,0.0026650243585868024,0.007863283157348633,0.00031419697350848215,,2,5,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.344748576482137,0.0012677832013974755,0.013574997584025065,0.00015141142032814306,,2,5,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08806276321411133,0.0007793177510293628,0.004920005798339844,0.00010667963769575347,,2,10,50,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.1734038988749186,0.0014718776639689396,0.00833288828531901,0.00026933226693436085,,2,10,100,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3528159459431966,0.015878337469287896,0.013870477676391602,0.00039409934855937686,,2,10,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.08717942237854004,0.0002771447545747816,0.004500389099121094,0.0003934013962483532,,4,2,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17339142163594565,0.00048577711219704816,0.007987578709920248,0.00023400030160687828,,4,2,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.3403800328572591,0.0021082459352174906,0.014028151830037435,0.0006220824075955653,,4,2,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.08675098419189453,9.239594100286097e-05,0.0049076080322265625,0.0002571771456103128,,4,5,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.1729248364766439,0.000486043990094476,0.008275111516316732,0.00039341374210726747,,4,5,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.35273202260335285,0.008258204372838378,0.013742844263712565,0.00013390160417325878,,4,5,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.0866991678873698,0.0023002990763804207,0.0048643747965494795,8.650232896883287e-05,,4,10,50,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
0.17282708485921225,0.0012045291442022675,0.007770935694376628,0.00012137267274869752,,4,10,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",1.0,0.9923076923076923,1.0,0.9974358974358974,0.0036261886214694616,41
0.2962915102640788,0.037546298700291844,0.008585770924886068,0.0005577520006206302,,4,10,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9961538461538462,1.0,0.9987179487179487,0.0018130943107347308,1
